Polytope ID #	Polytope # (within H11)	H11	Basis from Toric Divisors	Toric from Basis Divisors	CY 2nd Chern Class (Basis)	CY Intersection Tensor (Basis)
49	8	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J2+J3,D1},{-2*J1-J2+2*J3,D2},{J1+J2-J3,D3},{J1+2*J2-J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2-1/2*J2^2+8*J1*J3+7*J2*J3-2*J3^2	{{{-2,2,1},{2,2,3},{1,3,3}},{{2,2,3},{2,0,2},{3,2,4}},{{1,3,3},{3,2,4},{3,4,5}}}
50	9	3	{{J1,D2},{J2,D4},{J3,D7}}	{{J1,D1},{J1,D2},{J2,D3},{J2,D4},{2*J1+J3,D5},{4*J1+2*J2+2*J3,D6},{J3,D7}}	24*J1*J2+5*J2^2+12*J2*J3-6*J3^2	{{{0,0,0},{0,0,1},{0,1,0}},{{0,0,1},{0,0,0},{1,0,-2}},{{0,1,0},{1,0,-2},{0,-2,0}}}
51	10	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+2*J2+J3,D1},{J1,D2},{J1,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2+8*J1*J2+10*J2*J3+3*J3^2	{{{0,2,0},{2,0,5},{0,5,-10}},{{2,0,5},{0,0,0},{5,0,10}},{{0,5,-10},{5,0,10},{-10,10,-40}}}
52	11	3	{{J1,D4},{J2,D5},{J3,D6}}	{{J3,D1},{J2,D2},{J1,D3},{J1,D4},{J2,D5},{J3,D6},{2*J1+2*J2+2*J3,D7}}	5*J1^2+12*J1*J2+12*J1*J3+12*J2*J3	{{{0,0,0},{0,0,1},{0,1,0}},{{0,0,1},{0,0,0},{1,0,0}},{{0,1,0},{1,0,0},{0,0,0}}}
53	12	3	{{J1,D3},{J2,D4},{J3,D7}}	{{J2,D1},{J1,D2},{J1,D3},{J2,D4},{2*J2+J3,D5},{-2*J1+2*J2+J3,D6},{J3,D7}}	4*J1*J2+2*J1*J3+14*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,-6}},{{0,0,3},{0,0,0},{3,0,6}},{{0,3,-6},{3,0,6},{-6,6,-24}}}
54	13	3	{{J1,D2},{J2,D6},{J3,D7}}	{{J1,D1},{J1,D2},{J2,D3},{2*J1-J2+J3,D4},{2*J1-J2+J3,D5},{J2,D6},{J3,D7}}	4*J1*J2+14*J1*J3+2*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,6}},{{0,0,3},{0,0,0},{3,0,-6}},{{0,3,6},{3,0,-6},{6,-6,-24}}}
54	13	3	{{J1,D2},{J2,D6},{J3,D7}}	{{J1,D1},{J1,D2},{J2,D3},{2*J1-J2+J3,D4},{2*J1-J2+J3,D5},{J2,D6},{J3,D7}}	-J2^2+18*J1*J3+4*J3^2	{{{0,0,0},{0,0,3},{0,3,6}},{{0,0,3},{0,-6,0},{3,0,-6}},{{0,3,6},{3,0,-6},{6,-6,-24}}}
55	14	3	{{J1,D5},{J2,D6},{J3,D7}}	{{2*J1-J2+J3,D1},{2*J1-J2+J3,D2},{-4*J1+3*J2-2*J3,D3},{-J1+J2-J3,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J2-2*J2^2+9*J2*J3-4*J3^2	{{{0,3,3},{3,9,6},{3,6,3}},{{3,9,6},{9,13,0},{6,0,-12}},{{3,6,3},{6,0,-12},{3,-12,-24}}}
56	15	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{-J1+J2,D2},{J1-J2+J3,D3},{J1,D4},{3*J1-2*J2+J3,D5},{J2,D6},{J3,D7}}	-2*J1^2+9*J1*J2-4*J2^2+8*J2*J3-2*J3^2	{{{-5,-6,3},{-6,-6,6},{3,6,3}},{{-6,-6,6},{-6,-6,9},{6,9,3}},{{3,6,3},{6,9,3},{3,3,0}}}
56	15	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{-J1+J2,D2},{J1-J2+J3,D3},{J1,D4},{3*J1-2*J2+J3,D5},{J2,D6},{J3,D7}}	-2*J1^2-4*J2^2+5*J1*J3+3*J2*J3+3*J3^2	{{{1,0,-3},{0,0,0},{-3,0,9}},{{0,0,0},{0,0,3},{0,3,9}},{{-3,0,9},{0,3,9},{9,9,-6}}}
57	16	3	{{J1,D1},{J2,D6},{J3,D7}}	{{J1,D1},{-4*J1+J2-2*J3,D2},{2*J1+J3,D3},{3*J1+J3,D4},{-2*J1+J2-J3,D5},{J2,D6},{J3,D7}}	6*J1*J2+3*J2^2+3*J2*J3+2/3*J3^2	{{{0,-1,0},{-1,3,3},{0,3,0}},{{-1,3,3},{3,14,0},{3,0,-6}},{{0,3,0},{3,0,-6},{0,-6,0}}}
58	17	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J1+J3,D2},{J1,D3},{J1,D4},{3*J1+J2-2*J3,D5},{J2,D6},{J3,D7}}	-2*J1^2+11*J1*J3+6*J2*J3-3*J3^2	{{{-1,3,0},{3,1,5},{0,5,2}},{{3,1,5},{1,-5,-1},{5,-1,7}},{{0,5,2},{5,-1,7},{2,7,4}}}
59	18	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J2,D1},{-J1+2*J2+J3,D2},{J1,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	10*J1*J2+16*J2*J3+6*J3^2	{{{0,2,0},{2,0,4},{0,4,-8}},{{2,0,4},{0,0,0},{4,0,4}},{{0,4,-8},{4,0,4},{-8,4,-16}}}
60	19	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+J3,D1},{J2-J3,D2},{J1+J2-J3,D3},{J1-2*J2+2*J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2+2*J1*J2-3*J2^2+8*J2*J3-1/2*J3^2	{{{0,2,2},{2,6,5},{2,5,4}},{{2,6,5},{6,13,12},{5,12,10}},{{2,5,4},{5,12,10},{4,10,8}}}
61	20	3	{{J1,D5},{J2,D6},{J3,D7}}	{{2*J1-2*J2+J3,D1},{-J1+J3,D2},{-J1+J2,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J2^2+J1*J3+5*J2*J3+3*J3^2	{{{1,0,-2},{0,0,0},{-2,0,4}},{{0,0,0},{0,0,3},{0,3,7}},{{-2,0,4},{0,3,7},{4,7,6}}}
62	21	3	{{J1,D3},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{2*J1-J2+J3,D2},{J1,D3},{2*J1-J2+J3,D4},{4*J1-3*J2+2*J3,D5},{J2,D6},{J3,D7}}	12*J1*J2-2*J2^2+4*J3^2	{{{3,5,2},{5,5,0},{2,0,-2}},{{5,5,0},{5,4,0},{0,0,0}},{{2,0,-2},{0,0,0},{-2,0,0}}}
63	22	3	{{J1,D4},{J2,D5},{J3,D7}}	{{-J1+J2+J3,D1},{-J1+J2+J3,D2},{-J1+J2+J3,D3},{J1,D4},{J2,D5},{-2*J1+2*J2+J3,D6},{J3,D7}}	4*J1^2+18*J2*J3+10*J3^2	{{{2,0,0},{0,0,0},{0,0,0}},{{0,0,0},{0,2,-4},{0,-4,8}},{{0,0,0},{0,-4,8},{0,8,-11}}}
64	23	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J1+J2,D2},{J1,D3},{J1,D4},{3*J1-J2-J3,D5},{J2,D6},{J3,D7}}	-2*J1^2+6*J2^2+6*J3^2	{{{2,3,3},{3,3,5},{3,5,3}},{{3,3,5},{3,3,5},{5,5,5}},{{3,5,3},{5,5,5},{3,5,3}}}
65	24	3	{{J1,D1},{J2,D6},{J3,D7}}	{{J1,D1},{2*J1+J2,D2},{3*J1+2*J2+J3,D3},{3*J1+2*J2+J3,D4},{3*J1+2*J2+J3,D5},{J2,D6},{J3,D7}}	J2^2+26*J2*J3+6*J3^2	{{{2,-4,0},{-4,8,0},{0,0,0}},{{-4,8,0},{8,-16,0},{0,0,4}},{{0,0,0},{0,0,4},{0,4,-16}}}
66	25	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{2*J1-J2+J3,D2},{-2*J1+2*J2-J3,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7}}	4*J2^2+5*J2*J3-3*J3^2	{{{0,0,0},{0,4,4},{0,4,4}},{{0,4,4},{4,6,0},{4,0,-8}},{{0,4,4},{4,0,-8},{4,-8,-16}}}
66	25	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{2*J1-J2+J3,D2},{-2*J1+2*J2-J3,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7}}	6*J2^2+2*J2*J3-3/2*J3^2	{{{-4,0,4},{0,4,4},{4,4,0}},{{0,4,4},{4,6,0},{4,0,-8}},{{4,4,0},{4,0,-8},{0,-8,-16}}}
66	25	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{2*J1-J2+J3,D2},{-2*J1+2*J2-J3,D3},{J1,D4},{J2,D5},{J2,D6},{J3,D7}}	4*J1*J3+10*J2*J3-4*J3^2	{{{0,0,0},{0,4,4},{0,4,4}},{{0,4,4},{4,6,0},{4,0,-8}},{{0,4,4},{4,0,-8},{4,-8,-20}}}
67	26	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1-J2,D2},{J1-J3,D3},{J1,D4},{2*J1-J2-J3,D5},{J2,D6},{J3,D7}}	4*J1^2+2*J2^2+6*J2*J3	{{{6,4,4},{4,0,4},{4,4,0}},{{4,0,4},{0,-4,4},{4,4,0}},{{4,4,0},{4,4,0},{0,0,0}}}
67	26	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1-J2,D2},{J1-J3,D3},{J1,D4},{2*J1-J2-J3,D5},{J2,D6},{J3,D7}}	4*J1^2+6*J2*J3+2*J3^2	{{{6,4,4},{4,0,4},{4,4,0}},{{4,0,4},{0,0,0},{4,0,4}},{{4,4,0},{4,0,4},{0,4,-4}}}
67	26	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1-J2,D2},{J1-J3,D3},{J1,D4},{2*J1-J2-J3,D5},{J2,D6},{J3,D7}}	10*J1*J2-4*J2^2+2*J2*J3	{{{6,4,4},{4,0,4},{4,4,0}},{{4,0,4},{0,-8,4},{4,4,0}},{{4,4,0},{4,4,0},{0,0,0}}}
67	26	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1-J2,D2},{J1-J3,D3},{J1,D4},{2*J1-J2-J3,D5},{J2,D6},{J3,D7}}	J2^2+12*J2*J3-7*J3^2	{{{6,4,4},{4,0,4},{4,4,0}},{{4,0,4},{0,-8,4},{4,4,0}},{{4,4,0},{4,4,0},{0,0,-4}}}
67	26	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1-J2,D2},{J1-J3,D3},{J1,D4},{2*J1-J2-J3,D5},{J2,D6},{J3,D7}}	10*J1*J3+2*J2*J3-4*J3^2	{{{6,4,4},{4,0,4},{4,4,0}},{{4,0,4},{0,0,0},{4,0,4}},{{4,4,0},{4,0,4},{0,4,-8}}}
67	26	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1-J2,D2},{J1-J3,D3},{J1,D4},{2*J1-J2-J3,D5},{J2,D6},{J3,D7}}	14*J1*J3-2*J2*J3-6*J3^2	{{{6,4,4},{4,0,4},{4,4,0}},{{4,0,4},{0,-4,0},{4,0,4}},{{4,4,0},{4,0,4},{0,4,-8}}}
68	27	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{J1,D2},{J1,D3},{-2*J1+2*J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-4*J1^2+10*J2^2+8*J2*J3+2*J3^2	{{{0,2,0},{2,2,4},{0,4,-8}},{{2,2,4},{2,2,4},{4,4,0}},{{0,4,-8},{4,4,0},{-8,0,-16}}}
69	28	3	{{J1,D3},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{-2*J1+2*J2-J3,D2},{J1,D3},{4*J1-3*J2+2*J3,D4},{2*J1-J2+J3,D5},{J2,D6},{J3,D7}}	14*J1*J2-8*J2^2+10*J2*J3-2*J3^2	{{{3,6,3},{6,10,4},{3,4,1}},{{6,10,4},{10,12,0},{4,0,-8}},{{3,4,1},{4,0,-8},{1,-8,-16}}}
70	29	3	{{J1,D2},{J2,D5},{J3,D7}}	{{J1,D1},{J1,D2},{2*J1-J2+J3,D3},{J2,D4},{J2,D5},{2*J1+J3,D6},{J3,D7}}	8*J1*J2+14*J1*J3+4*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,4}},{{0,0,3},{0,0,0},{3,0,-6}},{{0,3,4},{3,0,-6},{4,-6,-16}}}
71	30	3	{{J1,D2},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{J1,D2},{J2,D3},{J2,D4},{2*J1+J3,D5},{J2,D6},{J3,D7}}	6*J2^2+5*J2*J3-3*J3^2	{{{2,-2,-4},{-2,2,4},{-4,4,8}},{{-2,2,4},{2,3,0},{4,0,-8}},{{-4,4,8},{4,0,-8},{8,-8,-16}}}
72	31	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2-J3,D1},{-2*J1+2*J2-J3,D2},{2*J1-J2+J3,D3},{2*J1-J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	8*J1*J2-2*J2^2+7*J2*J3-2*J3^2	{{{0,3,3},{3,7,4},{3,4,1}},{{3,7,4},{7,9,0},{4,0,-8}},{{3,4,1},{4,0,-8},{1,-8,-16}}}
73	32	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1-J2,D2},{J1,D3},{J1,D4},{2*J1-J2-J3,D5},{J2,D6},{J3,D7}}	4*J1^2+2*J2^2+9*J2*J3	{{{3,1,4},{1,-3,4},{4,4,0}},{{1,-3,4},{-3,-7,4},{4,4,0}},{{4,4,0},{4,4,0},{0,0,0}}}
73	32	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1-J2,D2},{J1,D3},{J1,D4},{2*J1-J2-J3,D5},{J2,D6},{J3,D7}}	10*J1*J2-4*J2^2+5*J2*J3	{{{3,1,4},{1,-3,4},{4,4,0}},{{1,-3,4},{-3,-11,4},{4,4,0}},{{4,4,0},{4,4,0},{0,0,0}}}
74	33	3	{{J1,D4},{J2,D5},{J3,D7}}	{{-J1+J2-J3,D1},{2*J1-J2+J3,D2},{2*J1-J2+J3,D3},{J1,D4},{J2,D5},{4*J1-2*J2+2*J3,D6},{J3,D7}}	16*J1*J2-2*J2^2+4*J3^2	{{{1,3,2},{3,3,0},{2,0,-2}},{{3,3,0},{3,2,0},{0,0,0}},{{2,0,-2},{0,0,0},{-2,0,0}}}
75	34	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+J2+J3,D1},{3*J1-J2-J3,D2},{-J1+J3,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	10/3*J1*J2+2*J2*J3+10/3*J3^2	{{{2,3,3},{3,3,6},{3,6,3}},{{3,3,6},{3,-1,10},{6,10,6}},{{3,6,3},{6,10,6},{3,6,3}}}
75	34	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+J2+J3,D1},{3*J1-J2-J3,D2},{-J1+J3,D3},{-J1+J2,D4},{J1,D5},{J2,D6},{J3,D7}}	10/3*J2^2+10/3*J1*J3+2*J2*J3	{{{2,3,3},{3,3,6},{3,6,3}},{{3,3,6},{3,3,6},{6,6,10}},{{3,6,3},{6,6,10},{3,10,-1}}}
76	35	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1,D2},{J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J2+3*J2^2+4*J1*J3+8*J2*J3	{{{0,0,0},{0,0,3},{0,3,0}},{{0,0,3},{0,-4,4},{3,4,0}},{{0,3,0},{3,4,0},{0,0,0}}}
76	35	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1,D2},{J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	4*J1*J2+4*J1*J3+8*J2*J3+3*J3^2	{{{0,0,0},{0,0,3},{0,3,0}},{{0,0,3},{0,0,0},{3,0,4}},{{0,3,0},{3,0,4},{0,4,-4}}}
77	36	3	{{J1,D4},{J2,D5},{J3,D7}}	{{-J1+J2,D1},{J1-J2+J3,D2},{J1-J2+J3,D3},{J1,D4},{J2,D5},{2*J1-2*J2+J3,D6},{J3,D7}}	4*J1^2-2*J2^2+8*J2*J3+6*J3^2	{{{-2,0,0},{0,0,0},{0,0,4}},{{0,0,0},{0,-1,0},{0,0,4}},{{0,0,4},{0,0,4},{4,4,2}}}
77	36	3	{{J1,D4},{J2,D5},{J3,D7}}	{{-J1+J2,D1},{J1-J2+J3,D2},{J1-J2+J3,D3},{J1,D4},{J2,D5},{2*J1-2*J2+J3,D6},{J3,D7}}	-2*J2^2+10*J1*J3-4*J2*J3+6*J3^2	{{{2,0,-4},{0,0,0},{-4,0,8}},{{0,0,0},{0,-1,0},{0,0,4}},{{-4,0,8},{0,0,4},{8,4,-2}}}
78	37	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J2-J3,D1},{J1+J2-J3,D2},{-J1-2*J2+3*J3,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-J1*J2+6*J1*J3+8*J2*J3-2*J3^2	{{{-2,0,-2},{0,4,4},{-2,4,2}},{{0,4,4},{4,5,5},{4,5,5}},{{-2,4,2},{4,5,5},{2,5,4}}}
78	37	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J2-J3,D1},{J1+J2-J3,D2},{-J1-2*J2+3*J3,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J2^2+4*J1*J3+11*J2*J3-2*J3^2	{{{2,-4,-2},{-4,8,4},{-2,4,2}},{{-4,8,4},{8,1,5},{4,5,5}},{{-2,4,2},{4,5,5},{2,5,4}}}
79	38	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{-J1+J2,D2},{J1-J2+J3,D3},{J1,D4},{2*J1-J2+J3,D5},{J2,D6},{J3,D7}}	-2*J1^2+7*J1*J2-2*J2^2+8*J2*J3	{{{-3,-4,1},{-4,-4,4},{1,4,3}},{{-4,-4,4},{-4,-4,7},{4,7,3}},{{1,4,3},{4,7,3},{3,3,0}}}
79	38	3	{{J1,D4},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{-J1+J2,D2},{J1-J2+J3,D3},{J1,D4},{2*J1-J2+J3,D5},{J2,D6},{J3,D7}}	-2*J1^2-2*J2^2+3*J1*J3+5*J2*J3+3*J3^2	{{{1,0,-3},{0,0,0},{-3,0,7}},{{0,0,0},{0,0,3},{0,3,7}},{{-3,0,7},{0,3,7},{7,7,-4}}}
80	39	3	{{J1,D4},{J2,D6},{J3,D7}}	{{J1,D1},{-J1+J3,D2},{-J1+J2,D3},{J1,D4},{2*J1,D5},{J2,D6},{J3,D7}}	-2*J1^2+6*J2^2+4*J2*J3+6*J3^2	{{{0,1,1},{1,1,3},{1,3,1}},{{1,1,3},{1,1,3},{3,3,3}},{{1,3,1},{3,3,3},{1,3,1}}}
81	40	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1-J2+2*J3,D1},{-J1+J3,D2},{J1+J2-J3,D3},{J1+J2-J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1^2+7*J1*J3+7*J2*J3-2*J3^2	{{{-10,5,-3},{5,3,5},{-3,5,1}},{{5,3,5},{3,0,3},{5,3,5}},{{-3,5,1},{5,3,5},{1,5,3}}}
82	41	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J3,D1},{-J1+J3,D2},{2*J1+J2-J3,D3},{J1,D4},{J1,D5},{J2,D6},{J3,D7}}	-2*J1^2+8*J1*J3+6*J2*J3	{{{-1,2,0},{2,0,4},{0,4,2}},{{2,0,4},{0,-2,-2},{4,-2,6}},{{0,4,2},{4,-2,6},{2,6,4}}}
83	42	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-2*J1+J2+J3,D1},{J1,D2},{J1,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-3*J1^2+3*J2^2+5*J1*J3+7*J2*J3	{{{0,1,2},{1,-3,5},{2,5,0}},{{1,-3,5},{-3,-16,10},{5,10,0}},{{2,5,0},{5,10,0},{0,0,0}}}
84	43	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2+J3,D1},{J1,D2},{J1,D3},{J3,D4},{J1,D5},{J2,D6},{J3,D7}}	6*J2^2+7*J1*J3+10*J2*J3	{{{0,1,2},{1,-3,4},{2,4,0}},{{1,-3,4},{-3,-7,4},{4,4,0}},{{2,4,0},{4,4,0},{0,0,0}}}
85	44	3	{{J1,D5},{J2,D6},{J3,D7}}	{{-J1+J2,D1},{J1-J2+J3,D2},{J3,D3},{J2,D4},{J1,D5},{J2,D6},{J3,D7}}	3*J1*J2+3*J1*J3+7*J2*J3+3*J3^2	{{{-1,-2,-1},{-2,0,2},{-1,2,3}},{{-2,0,2},{0,0,3},{2,3,3}},{{-1,2,3},{2,3,3},{3,3,0}}}
86	45	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J2,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	J1*J2+2*J2^2+9*J2*J3+3*J3^2	{{{0,0,3},{0,0,3},{3,3,3}},{{0,0,3},{0,-3,3},{3,3,3}},{{3,3,3},{3,3,3},{3,3,0}}}
86	45	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J2,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	J1*J2+2*J1*J3+7*J2*J3+3*J3^2	{{{0,0,3},{0,0,3},{3,3,3}},{{0,0,3},{0,0,0},{3,0,6}},{{3,3,3},{3,0,6},{3,6,-3}}}
86	45	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J2,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-J1*J2+4*J2^2+9*J2*J3+5*J3^2	{{{-3,0,3},{0,0,3},{3,3,3}},{{0,0,3},{0,-3,3},{3,3,3}},{{3,3,3},{3,3,3},{3,3,0}}}
86	45	3	{{J1,D5},{J2,D6},{J3,D7}}	{{J1-J2,D1},{J2,D2},{-J1+J2+J3,D3},{-J1+J2+J3,D4},{J1,D5},{J2,D6},{J3,D7}}	-J1*J2-2*J1*J3+11*J2*J3+5*J3^2	{{{-3,0,3},{0,0,3},{3,3,3}},{{0,0,3},{0,0,0},{3,0,6}},{{3,3,3},{3,0,6},{3,6,-3}}}
